,@EswatiniGovern1,@MalawiGovt,@hagegeingob,@FinanceSC,@PresidencyZA,@mohzambia,@edmnangagwa,@MinSantedj,@hawelti,@StateHouseKenya,@PaulKagame,@M_Farmaajo,@SouthSudanGov,@SudanPMHamdok,@TZSpokesperson,@KagutaMuseveni,@angola_Mirex,@willynyamitwe,@Cherif_MZ,@Presidence_RDC,@PresidentABO,@PresidenceBenin,@rochkaborepf,@PresidenciaCV,@AOuattara_PRCI,@Presidency_GMB,@NAkufoAddo,@President_GN,@USEmbalo,@PresidenceMali,@CheikhGhazouani,@IssoufouMhm,@MBuhari,@Macky_Sall,@PresidentBio,@MSPS_Togo
59,COVID19,FPE2020,Otjiwarongo,Budget2020,AfricaResponds,BloombergGBF,WorldMentalHealthDay,COVID19DJ,መሳጢ,COVID19Kenya,GirlsinICT,Abidjan,Moscow,السودان,TUNATEKELEZA2019,AFCON2019,,PierreNkurunziza,Ghana,RDC,Gabon,Prbenin,G5Sahel,,Gouvci,GAF,4More2DoMore,,GuineeBissau,COVIDー19,,Aïd,oguninvestorsforum,ConseilDesMinistresSn,,
60,COVID19,MalawiDecides2020,BraveWarriors,COVID19,SIDSSA2020,UNGA,UNGA,Djibouti,Stunning,Project254,Rwanda,Kenya,SouthSudan,Sudan,MVNyerere,AFCON2019,,Burundi,AU,CompteRendu,CEEACEDEAO,ANIP,Uemoa,,CICG,COVID19Gambia,WEF2020,,UPDATE,COVIDー19,,Ramadan,Nigeria,ConseilDesMinistresSn,,
61,COVID19,FPE2020,TotalAFCON2019,Seychelles,GrowSouthAfrica,HealthForAll,UNGA,COVID19,Eritrean,COVID19,GirlsInICT,Republic,SouthSudan,UNGA,TUNATEKELEZA2018,M7WealthCreationTour,,Burundi,AU,CdM,CoupeDuMonde2018,RAVIP,G5Sahel,,Covid19,Gambia,wef20,,guineabissau,IBK,,13Mai,AsoVillaWeekly,ConseilDesMinistresSn,,
62,COVID19,MalawiDecides2020,BraveWarriors,Budget2020,COVID19,HealthForAll,UN,COVID19DJ,ገለ,COVID19Kenya,HeForShe,Somalia,UNMISS,UNGA,TanzaniaUpdates,NewProfilePic,,Burundi,Burundi,RDC,AUsummit,Covid19bj,Covid,,Covid19CI,Gambians,wef20,,guineebissau,COVIDー19,,Niamey,AsoVillaWeekly,ConseilDesMinistresSn,,
63,COVID19,FPE2020,BraveWarriors,COVID19,SIDSSA2020,HealthForAll,DayoftheAfricanChild,Djibouti,Desse,COVID19,AaronHarberShow,Djibouti,RTGoNU,DefendMediaFreedom,TUNATEKELEZA2018,SoNA19,,Afrique,AU,CiteUA,Gabon,ConseilDesMinistres,Ramadan,,CoronavirusCI,COVID19,Ghana,,bissau,COVIDー19,,Ramadan2019,AsoVillaWeekly,UEMOA,,
64,COVID19,MalawiDecides2020,TotalAFCON2019,COVID19,GrowSouthAfrica,HealthForAll,Warriors,COVID19,Eritrea,COVID19Kenya,Tanzania,Turkey,Lavrov,UNGA,TanzaniaUpdates,SteadyProgress,,Burundi,Burundi,RDC,Togo,Wasexo,BurkinaFaso,,Covid19,Gambia,WEF20,,ilovemycountry,Urgent,,Allemagne,TeamNigeria,Ramadan2020,,
65,COVID19,FPE2020,AFCON2019,Seychelles,SIDSSA2020,UNGA,COSAFACup,confinement,Eritrea,Project254,Rwanda,الخرطوم,SouthSudan,UNGA,TUNATEKELEZA2018,M7WealthCreationTour,,Burundi,AU,RDC,1erMai2018,Prbenin,lwili,,COVID19,COVID19,wef20,,electionday,COVID19,,Niger,DidYouKnow,Covid19,,
66,COVID19,MalawiDecides2020,WorldEnvironmentDay2019,COVID19,GrowSouthAfrica,EndingAIDS,Mutoko,Djibouti,Eritrea,COVID19,Rwanda,الخرطوم,SouthSudan,Sudan,MusevenInTanzania,M7WealthCreationTour,,Burundi,Oxfam,COVID19,Fêtedutravail,ConseilDesMinistres,Covid,,COVID19,COVID19,YearOfReturn,,présidentielles,Urgent,,1erMai,ICYMI,Ramadan2020,,
67,COVID19,FPE2020,CycloneIdai,FA4JR,SIDSSA2020,Kitwe,Nyangani,COVID19,ርሑስ,COVID19Kenya,Rwanda,NabadIyoNolol,SouthSudan,OHCHR,MusevenInTanzania,AfricaNow19,,Burundi,SOTU,RDC,FID,Prbenin,BurkinaFaso,,COVID19,Gambia,BeyondTheReturn,,generaldipovo,COVID19,,FêteduTravail,30thAUSummit,ConseilDesMinistresSn,,
68,COVID19,MalawiDecides2020,NagoyaMarathon,COVID,SIDSSA2020,WorldPatientSafetyDay,elections,Covid_19,Happy,WorldKidneyDay,Africa,Partnership,NairobiSummit,Journalism,MusevenInTanzania,AfricaNow19,,Burundi,UNSC,watertechnology,Gabon,AskGouvBenin,Canada,,Stopcoronavirus,COVID19,ConstitutionDay,,GuinéeBissau,COVID19,,paques2019,AsoVillaWeekly,ConseilDesMinistresSn,,
69,COVID19,FPE2020,Sunu2019,COVID19,Covid19SA,September17,Zimbabwe,COVID19,Eritrea,Project254,CERAWeek,Burtinle,MeetingOngoing,UNGA74,MusevenInTanzania,AfricaNow19,,Burundi,Chad,RDC,SommetASI,Wasexo,Covid_19,,Stopcoronavirus,COVIDー19,HappyFarmersDay,,Bissau,COVIDー19,,Niger,GovtAtWorkNG,ConseilDesMinistresSn,,
70,COVID19,MalawiDecides2020,SADC,Seychelles,FathersDay,malaria,Commonwealth,Solidarity,EritreaShinesAt29,PROJECT254,sharedideology,MogBookFair,RevitalizedAgreement,السودان,MusevenInTanzania,AUSummit2019,,Africa,Nigeria,RDC,SommetASI,Prbenin,Chinois,,Stopcoronavirus,COVID19,HappyFarmersDay,,ECK,Mali,,Christchurch,AbujaLightRail,ConseilDesMinistresSn,,
71,COVID19,MECPRESSER,SADC,FinancialAssistance,AfricaResponds,WorldPatientSafetyDay,ZITF2018,COVID19DJ,Eritrea,Project254,everyday,NabadIyoNolol,Rosgeo,UNGA,MusevenInTanzania,AUSummit,,Bumenyi,UNSC,Burundi,SommetASI,ConseilDesMinistres,Ouagadougou,,Stopcoronavirus,COVID19,PresidentAkufoAddoSpeaks,,Bafata,COVIDー19,,NouvelleZélande,SecuringBenue,CEDEAO,,
72,COVID19,FPE2020,ADSW,Childcare,PrepareProtectProsper,DRC,Harare,Djibouti,Eritrea,LindaMama,diversion,Mogbookfair,SouthSudan,حرية_الاعلام,MusevenInTanzania,CAFAwards18,,Bazombanza,Mali,RDC,Gabon,Prbenin,Covid,,Stopcoronavirus,Gambia,PresidentToursVolta,,Gabou,COVIDー19,,8mars2019,SecuringBenue,UnionAfricaine,,
73,COVID19,MalawiDecides2020,DRC,COVID19,COVID19,Ebola,Zimbabwe,Djibouti,Eritrea,BeyondZero,History,Mogadishu,Putin,Sudan,MusevenInTanzania,KanyeWest,,Bunyoni,UNSC,RDC,Partagés,PatriceTALON,BurkinaFaso,,Stopcoronavirus,COVID19,Africa,,USEmbalo,Mali,,IWD19,FECBrief,JournéedelaTerre,,
74,WorldRefugeeDay,FPE2020,ADSW19,Seychelles,AfricaResponds,Patient,ACF2018,Djibouti,ርሑስ,BeyondZero,Rwanda,Somalia,RussiaAfrica,UNGA,TanzaniaUpdates,PearlofAfrica,,Burundi,AU,Kinshasa,Durables,ConseilDesMinistres,BurkinaFaso,,Stopcoronavirus,Covid_19,Ghana,,guineebissau,IBK,,Senegal,AsoVillaToday,ConseildesMinistresSn,,
75,COVID19,MalawiDecides2020,OperationHornkranz,China,RamaphosaQandA,Safety,ACF2018,COVID19,Happy,Big4Agenda,highstandards,Egypt,RussiaAfrica,UNGA,TanzaniaUpdates,BeautifulUganda,,Burundi,UNSC,HopitalCinquantenaire,CAHOSCC,Prbenin,lwili,,Stopcoronavirus,Covid19Gambia,DronesToSaveLives,,candidat,Législatives2020,,CCRSahel,PMBNewYearSpeech,ConseildesMinistresSn,,
76,COVID19,MECPRESSER,Madagascar,COVID19,RamaphosaQandA,solidarity,AfCFTA,DJIBOUTI,ርሑስ,BBI,EastAf,EgyptStateVisit,SouthSudan,Sudan,TanzaniaUpdates,equator,,Burundi,Nigeria,RDC,COP21,AskGouvBenin,BurkinaFaso,,Stopcoronavirus,Gambia,DronesToSaveLives,,BISSAU,Législatives2020,,CANU20,PMBNewYearSpeech,ConseildesMinistresSn,,
77,COVID19,FPE2020,AfricanStars,coronavirus,RamaphosaQandA,action,AfCFTA2018,Djibouti,Happy,BBI,Africa,Partnership,SouthSudan,UNGA,Deliveryperse,BRICSSummit,,Burundi,UNSC,CiteUA,OnePlanetSummit,AskGouvBenin,lwili,,Stopcoronavirus,COVID19,DronesToSaveLives,,MackySall,IBK,,Noël,PMBNewYearSpeech,IMF,,
78,COVID19,MalawiDecides2020,WIF2018,Seychelles,ChinaAfrica,WASHinHCF,100daysofaction,COVID19,Eritrea,Project254,globalchallenges,محمد_فرماجو,SecurityCouncil,Sudan,TanzaniaUpdates,Zambia,,BelgiumUNSC,Nigeria,RDC,journeedesdroitsdesfemmes,AskGouvBenin,BurkinaFaso,,Stopcoronavirus,COVID19,PresidentToursBono,,Embalo,Législatives2020,,Niger,PMBNewYearSpeech,FMI,,
79,COVID19,FPE2020,globalization,Seychelles,ChinaAfrica,JustLaunched,Zimbabwe,COVID19,Eritrea,LindaMama,Davos2016,محمد_فرماجو,Juba,SDGs,TanzaniaUpdates,Rwanda,,Burundi,COP21,CiteUA,forte,AskGouvBenin,Covid,,Stopcoronavirus,COVID19,1D1F,,kebetu,decretpresidentiel,,Niger,PMBNewYearSpeech,COVID19sn,,
80,COVID19,MalawiDecides2020,WIF2018,COVID19,COVID_19,R2RWASHinHCF,WEF18,COVID19,Eritrea,Project254,globalchallenges,partnership,SecurityCouncil,ReligiousFreedom,TanzaniaUpdates,Uganda,,Burundi,Guéant,RDC,Noël,AskGouvBenin,BurkinaFaso,,Stopcoronavirus,Senegambia,1District1Factory,,MADEMG15,législatives2020,,G5Sahel,PMBNewYearSpeech,Pâques,,
81,COVID19,FPE2020,Senegal,COVID19measures,COVID19,healthcare,WEF18,Djibouti,ምረት,Project254,WEF16,Somalia,SouthSudan,Sudan,Kiswahili,MDAs,,Burundi,UNSC,CommuniqueNecrologique,OnePlanetSummit,AskGouvBenin,lwili,,Stopcoronavirus,Gambia,Ghana,,guineebissau,StopCoronaVirus,,maouloud,PMBNewYearSpeech,COVID19,,
82,COVID19,MalawiDecides2020,PaulusMoses,COVID19measuresSC,COVID19,WASH,wef18,COVID19DJ,Perseverance,Kenya,WEF16,Egypt,Machar,Sudan,TanzaniaUpdates,,,Burundi,UNGA,CharlesKilosho,OnePlanetSummit,ConseilDesMinistres,Covid,,Stopcoronavirus,Senegal,ThankYouNanaAddo,,Bissau,StopCoronaVirus,,ZLECAf,PMBNewYearSpeech,FORCECOVID19,,
83,COVID19,FPE2020,BeltranMoses,PrivateSector,COVID19,WASH,Davos,Restezchezvous,Eritrea,Kenya,Rwanda,EgyptStateVisit,Kiir,,TanzaniaUpdates,,,Burundi,Malaysia,RDC,LaJunior,Prbenin,Covid,,Stopcoronavirus,COVID19,ThankYouNanaAddo,,presidentielle,StopCovid19,,AddisAbeba,PMBNewYearSpeech,COVID19,,
84,WorldBloodDonorDay,MalawiDecides2020,AUSummit2018,COVID19measuresSC,StaySafe,healthcare,RoadtoDavosZW,Djibouti,Eritrea,Kenya,WEF16,EgyptStateVisit,SouthSudan,,TanzaniaUpdates,,,Burundi,Chad,CompteRendu,JourneeMondialeDuSida,Wasexo,Covid,,Stopcoronavirus,Gambia,ThankYouNanaAddo,,guineabissau,IBK,,Niger,PMBNewYearSpeech,FORCECOVID19,,
85,WorldBloodDonorDay,Covid_19,AUSummit30,PrivateSector,PlayYourPart,WHA72,Nyusi,كوفيد19,Eritrea,BigFourAgenda,4IR,Somalia,EAC,,Midwives,,,Burundi,Nigeria,ConseilDesMinistres,SommetUAUE,Prbenin,COVID,,Stopcoronavirus,IWD2020,FoundersDay,,Bissau,Mali,,JourneeMondialeDesEnseignants,PMBNewYearSpeech,COVID19,,
86,COVID19,CoronaVirus,BRAVEWARRIORS,COVID19measuresSC,YouthDay,HappeningNow,newzimbabwe,Coronavirus,Eritrea,Manufacturing,Rwanda,France,Yei,,GlobalGoals,,,Tanzania,Jordan,CdM,Gabon,ConseilDesMinistres,COVID,,Stopcoronavirus,rural,DroptheHypocrisy,,Bissora,Urgent,,EidMubarak,PMBNewYearSpeech,FORCECOVID19,,
87,COVID19,COVID19,CHAN2018,PrivateSector,YouthDay,infectionprevention,AUEUSummit,Djibouti,Eritrea,ValueAddition,Africa,Nabad,SouthSudan,,TanzaniaUpdates,,,Burundi,Chile,RDC,WYF2017,Covid19bj,Covid19,,Stopcoronavirus,Gambia,GovtThisWeek,,candidat,StopCovid19,,EidAlAdha,PMBNewYearSpeech,COVID19,,
88,COVID19,Malawi,Finnish,COVID19measuresSC,YouthDay2020,patientsafety,NewProfilePic,covid19djibouti,Eritrea,BigFourAgenda,WEF16,Nolol,SouthSudan,,TanzaniaUpdates,,,Burundi,Lithuania,CiteUA,Gabon,ConseilDesMinistres,Covid19,,Stopcoronavirus,Gambia,GTW,,présidentielles,IBK,,KofiAnnan,FuelScarcity,FORCECOVID19,,
89,COVID19,COVID19,BraveWarriors,PrivateSector,SONA2020,quality,News,COVID19,ቢቴ,InfrastructureDevelopment,WEF16,OAU,SouthSudan,,UnionDay,,,Burundi,BurkinaFaso,RDC,NewOwendoPort,Prbenin,Covid19,,Stopcoronavirus,Gambia,Ghana,,guineabissau,Mali,,Niger,PMBinKano,COVID19,,
90,COVID19,Education,CHAN2018,COVID19measuresSC,YouthDay,WASHforHealth,ZimSAForum,Djibouti,Eritrea,BuyKenyaBuildKenya,Rwanda,AU,IGAD,,Tanzania,,,ThisIsMyPresident,UNSC,CompteRendu,agriculture,Wasexo,BurkinaFaso,,Stopcoronavirus,QuotesToRemember,GovtThisWeek,,bissau,StopCovid19,,Niger,AUEUSummit17,FORCECOVID19,,
91,COVID19,BasicEducation,HageGeingob,BusinessTaxes,COVID19,R2RWASHinHCF,myfirstTweet,COVID19DJ,Eritrea,BigFourAgenda,Amavubi,AfricaDay2017,SAVETHEDATE,,TanzaniaUpdates,,,ThankYouNkurunziza,Chad,CdM,Gabon,Prbenin,lwili,,Stopcoronavirus,Banjul,GTW,,candidat,IBK,,G5Sahel,PMBinSE,COVID19,,
92,COVID19,COVID19,OpeningRemarks,COVID19measuresSC,YouthDay2020,WHA72,,Djibouti,Eritrean,Manufacturing,Rwanda,Qatar,IPU140,,TanzaniaUpdates,,,Burundi,UNSC,RDC,agriculture,ConseilDesMinistres,Covid19,,Stopcoronavirus,Gambia,Ghana,,présidentielles,coronavirus,,G5Sahel,PMBinTurkey,FORCECOVID19,,
93,COVID19,Malawi,HageGeingob,PrivateSector,June16,water,,COVID19DJ,ቀዳማይ,InvestInKenya,People,UK,EAC,,TanzaniaUpdates,,,Burundi,procèsHabre,Munyangi,Cameroun,Covid19bj,Covid19,,Stopcoronavirus,Gambia,YearOfReturn,,guineabissau,coronavirus,,Mali,NDNewVision,COVID19,,
94,COVID19,CoronaVirus,HageGeingob,COVID19measuresSC,COVID19,sanitation,,journeemondialedelasante,Africa,UKAfricaSummit,gender,Manchester,EAC,,TanzaniaUpdates,,,Burundi,HisseneHabre,Munyangi,UnionAfricaine,PatriceTALON,BurkinaFaso,,Stopcoronavirus,Gambia,Ghana,,bissau,urgent,,Aid,NDNewVision,FORCECOVID19,,
95,COVID19,COVID19,OpeningRemarks,PrivateSector,YouthDay2020,hygiene,,JMS2020,Eritrea,MalkiaStrikers,Africa,Somalia,EAC,,TanzaniaUpdates,,,Burundi,Srebrenica,RDC,Maroc,ClaudineTALON,lwili,,stopcoronavirus,Throwback,eidmubarak2019,,ilovemycountry,IBK,,CPANiger2018,NigeriaAt57,COVID19,,
96,COVID19,CoronaVirus,SwapoCongress2017,COVID19measuresSC,June16,healthcare,,healthcare,Eritrea,AffordableHousing,Umushyikirano2015,Turkish,SouthSudan,,TanzaniaUpdates,,,Burundi,AFP,Munyangi,UnionAfricaine,Prbenin,G5Sahel,,StopCovid19Civ,Gambia,BlackStars,,présidentielles,IBK,,Niger,Security,FORCECOVID19,,
97,COVID19,Malawi,TeamHarambee,PrivateSector,COVID19,WASHinHCF,,COVID19,Eritrea,Big4Agenda,Umushyikirano2015,Turkey,SSudan,,TanzaniaUpdates,,,Kenya,AUPSC,RDC,AccordDeParis,Wasexo,Sahel,,cotedivoire,Turkey,Ghana,,elections,8MARS2020,,Ramadan2018,OurTroopsOurHeroes,COVID19,,
98,COVID19,COVID19,TeamHarambee,COVID19measuresSC,YouthDay2020,NoTobacco,,Restezchezvous,Eritrea,GarissaSolar,Umushyikirano2015,Ankara,SS,,TanzaniaUpdates,,,Burundi,Kenya,FakeNews,CAHOSCC,Communales2020,BurkinaFaso,,COVID19,GambiaTurkeyRelations,VGMA20,,décembre2019,IBK,,1ermai,UNGA,FORCECOVID19,,
99,COVID19,Malawi,WhyHage,PrivateSector,COVID19,KwameNkrumahUniversity,,Djibouti,Eritrea,KenyaMbele,Umushyikirano2015,JFS,juba,,TanzaniaUpdates,,,Burundi,GarissaAttack,RDC,Gabon,COVID19bj,Sahel,,coronavirus,Gambia,KorlebuGetsANewBlock,,candidat,Mali,,fetedutravail,NigeriaUNGA17,PRES,,
100,COVID19,COVID19,SWAPO17,COVID19measuresSC,YouthDay2020,Kabwe,,COVID19DJ,Eritrea,GarissaSolar,Umushyikirano,Ankara,salva,,TanzaniaUpdates,,,ThankYouNkurunziza,KenyaAttack,CompteRendu,environnement,Prbenin,BOA,,coronavirus,Turkish,GhanaHouse,,présidentielles,IBK,,Afrique,NigeriaUNGA17,ConseildesMinistresSn,,
101,COVID19,Coronavirus,HageGeingobCup,PrivateSector,June16,ZambiaEndingAIDS,,COVID19,Eritrea,GarissaSolar,Rwanda,TaloWadaag,kiir,,TanzaniaUpdates,,,Iragi,Terrosim,ConseilDesMinistres,UnionAfricaine,Wasexo,AUSummit2020,,COVID19,Gambia,GhanaBeyondAid,,guineabissau,IBK,,8mars,UNGA,ConseildesMinistresSn,,
102,COVID19,CoronaVirus,HageGeingobCup,COVID19measuresSC,COVID19,Brazil,,Djibouti,Eritrea,ACPsummit2019,Energizing,TalkAndTweet,salvakiir,,TanzaniaUpdates,,,Gusenga,BokoHaram,RDC,UnionAfricaine,Communales2020,AUSummit2020,,coronavirus,StateHouseToday,SONA2019,,bissau,IBK,,IWD2018,NGAinUNGA,ConseildesMinistresSn,,
103,COVID19,COVID19,UNGA,PrivateSector,YouthDay2020,WHA72,,COVID19DJ,Asmara,InternationalAntiCorruptionDay,UNGA2015,TaloWadaag,EAC,,TanzaniaUpdates,,,Gukora,Sahel,CiteUA,santé,COVID19bj,BurkinaFaso,,COVID19,President,SONA2019,,ilovemycountry,IBK,,Ouagadougou,NigeriaUNGA17,COVID19,,
104,COVID19,onlinelearning,SPYL6thCongress,COVID19measuresSC,June16,zambia,,COVID19,Eritrea,KenyaUnitedAgainstCorruption,UNSG,Somalia,ssot,,,,,Urukundo,AU,RDC,éducation,Gouvbenin,G5Sahel,,coronavirus,Gambia,SONA2019,,elections,IBK,,G5Sahel,UNGA72,Afrique,,
105,COVID19,onlinelearning,Kenya,PrivateSector,YouthDay,CervicalCancer,,DJIBOUTI,Asmara,KenyaUnitedAgainstCorruption,Rwanda,TaloWadaag,EastAfrica,,,,,Kwicishabugufi,Mali,COVID19,emploi,Wasexo,BurkinaFaso,,COVID19,Gambia,SONA2019,,decembre2019,IBK,,Burkina,UNGA,COVID19,,
106,COVID19,onlinelearning,Senegalese,COVID19measuresSC,YouthDay,Zambia,,Top,Eritrea,WorldAIDSDay,GlobalGoals,TaloWadaag,IGAD,,,,,ThankYouNkurunziza,Sahel,RDC,CAN2017,Communales2020,BurkinaFaso,,coronavirus,German,SONA2019,,candidat,IBK,,G5Sahel,UNGA,Africa,,
107,COVID19,DigitalLiteracy,Rugby,PrivateSector,YouthDay2020,CervicalCancer,,URGENT,Eritrea,BBIReport,GlobalGoals,TaloWadaag,Africa,,,,,ThankYouNkurunziza,UN,RDC,CAN2017,COVID19bj,BurkinaFaso,,COVID19,Gambia,SONA2019,,présidentielles,IBK,,G5Sahel,UNGA,COVID19,,
108,COVID19,COVID19,Namibia,HappeningNow,June16,NationalHealthWeek2019,,Djibouti,COVID,BBIReport,GlobalGoals,Somalia,,,,,,ThankYouNkurunziza,JORUNSC,HopitalCinquantenaire,Afrique,CORONAVIRUS,lwili,,coronavirus,OIC,SONA2019,,guineabissau,IBK,,Niger,NGAinUNGA,MessageNationSn,,
109,COVID19,coronavirus,AfricaRising,COVID19,YouthMonth2020,NHW2019,,COVIDー19,Eritrean,BBIReport,UNGA2015,NabadIyoNolol,,,,,,ThankYouNkurunziza,Chad,RDC,Libreville,Wasexo,BurkinaFaso,,Vietnam,ECOWAS,SONA2019,,bissau,IBK,,Maouloud,UNGA,MessageNationSn,,
110,COVID19,COVID19,AfricaDay,Seychelles,Level3,AdolescentHealth,,COVID19,Eritrea,BBIReport,EICV4,Somalia,,,,,,ThankYouNkurunziza,UNSC,HopitalCinquantenaire,Gabon,Prbenin,lwili,,ConseilDesMinistresCI,ECOWAS,SONA2019,,ilovemycountry,IBK,,Niamey,Nigeria,MessageNationSn,,
111,COVID19,COVID19,LWFassembly,COVID19,YouthDay,MyResponsibility,,COVID19,Eritrean,ICPD25,Rwanda,Shiinaha,,,,,,ThankYouNkurunziza,Gaza,RDC,GuinéeBissau,ConseilDesMinistres,G5Sahel,,VoeuxàLaNationCIV,Gambia,SONA2019,,elections,FIDA,,COP23,Nigeria,MessageNationSn,,
112,COVID19,coronavirus,MayDay,Seychelles,COVID_19,VaccinesWork,,COVID19,Eritrea,NairobiSummit,KwitaIzina,PRC,,,,,,Russia,GazaUnderAttack,CliniqueNgaliema,économie,ConseilDesMinistres,BurkinaFaso,,VoeuxàlaNationCIV,Gambia,SONA2019,,décembre2019,IBK,,Libye,Nigeria,MessageNationSn,,
113,COVID19,Covid_19,WorkersDay,tax,COVID19,NHW2019,,Djibouti,Asmara,ICPD25,HeForShe,Somalia,,,,,,Cuba,ICC4Israel,CMK,CAN2017,Prbenin,lwili,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,guineabissau,IBK,,Niger,Nigeria,COVID19,,
114,COVID19,Malawi,Zimbabwe,COVID19,coronavirus,MOH,,COVID19DJ,Eritrea,ICPD25,Rwanda,UAE,,,,,,China,,RDC,CAN2017,CORONAVIRUS,BurkinaFaso,,VoeuxàlaNationCIV,Banjul,SONA2019,,présidentielle,Nigéria,,ICC,Russia2018,MessageNationSn,,
115,COVID19,coronavirus,Namibia,AML,PlayYourPart,LusakaVenue,,RestezChezVous,Eritrea,ICPD25,Imihigo,StPetersburg,,,,,,Venezuela,,RDC,SommetAF2017,CORONAVIRUS,Lwili,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,guineabissau,Tchad,,Niamey,EidAlAdha,MessageNationSn,,
116,COVID19,COVID19,MOUs,CFT,COVID19,Theme,,WashYourHands,Eritrean,ICPDNairobiSummit,wellplacedHope,Turkey,,,,,,Africa,,PremiereDame,SommetAF2017,covid19bj,BurkinaFaso,,VoeuxàlaNationCIV,KMC,SONA2019,,candidat,IBK,,COP23,Nigeria,MessageNationSn,,
117,COVID19,Covid_19,WomenGenderandCommunityDevelopment,OECDTaxPolicyReviews,StaySafe,ZNPHI,,action,Eritrea,ICPD25,Rwanda,Somalia,,,,,,Burundi,,RDC,Gabon,Covid19bj,lwili,,VoeuxàlaNationCIV,BarrowMeetsPeople,SONA2019,,présidentielles,Canada,,Libye,Nigeria,COVID19,,
118,COVID19,COVID19,Health,Seychelles,CoronaVirusSA,Zambia,,COVID19,Eritrea,ICPDNairobiSummit,Africa,Jordan,,,,,,ThankYouNkurunziza,,RDC,ACN2017,Covid19bj,G5Sahel,,VoeuxàlaNationCIV,Gambia,SONA2019,,guineabissau,IBK,,Niamey,ChibokGirls,COVID19,,
119,COVID19,CoronaVirus,SportsandRecreation,Seychelles,COVID19,zika,,Djibouti,Eritrea,ICPD25,EidMubarak,Somalia,,,,,,ThankYouNkurunziza,,CliniqueNgaliema,Gabon,Covid19bj,G5Sahel,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,bissau,IBK,,COP23,ChibokGirls,MessageNationSn,,
120,COVID19,COVID19,Zimbabwe,coronavirus,StaySafe,universalhealthcoverage,,COVID19,Eritrea,ICPDNairobiSummit,Rwanda,Somalia,,,,,,Burundi,,AmitieSinoCongolaise,ACN2017,Gouvbenin,G5Sahel,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,ilovemycountry,IBK,,Libye,ChibokGirls,MessageNationSN,,
121,COVID19,Malawi,SWAPO57,Seychelles,COVID19,malaria,,Djibouti,Eritrea,ICPD25,Kwibuka21,Somalia,,,,,,ThankYouNkurunziza,,RDC,Ghana,Wasexo,BurkinaFaso,,VoeuxàlaNationCIV,Gambia,SONA2019,,generaldipovo,SommetdePau,,Niger,ChibokGirls,Kebetu,,
122,COVID19,COVID19,SWAPO57,Tax,StaySafe,MoHwithFBOs,,COVID19,Asmara,ICPD25,Rwanda,Jordan,,,,,,ThankYouNkurunziza,,RDC,CAN2017,COVID19bj,BurkinaFaso,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,USEMBALO,SommetdePau,,Libye,NERGP,OMS,,
123,COVID19,CoronaVirus,Otjiwarongo,Seychelles,CoronaVirusSA,FBOsPromotingHealth,,Restezchezvous,Eritrea,ICPDNairobiSummit,Kwibuka21,Partnership,,,,,,ThankYouNkurunziza,,TaskForce,Gabon,Coronavirus,Faceauxmedias,,VoeuxàlaNationCIV,UN,SONA2019,,candidat,SommetdePau,,Mogadiscio,Nigeria,WHO,,
124,COVID19,COVIDー19,BurnsIndongo,,COVID19,HealthForAll,,covid19,Asmara,ICPD25,Kwibuka21,Nabad,,,,,,ThankYouNkurunziza,,RDC,DirectABO,Wasexo,11decembre2019,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,présidentielles,SommetdePau,,1439H,Nigeria,ConseildesMinistresSn,,
125,COVID19,coronavirus,Indongo,,StaySafe,MoHwithFBOs,,RestezChezVous,Eritrea,ICPDNairobiSummit,Rwanda,Nolol,,,,,,ThankYouNkurunziza,,CiteUA,Gabon,COVID19bj,Faceauxmedias,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,guineabissau,SommetdePau,,Daura,Nigeria,ConseildesMinistresSn,,
126,COVID19,CoronaVirus,BurnsIndongo,,CoronaVirusSA,FBOsPromotingHealth,,StayAtHome,Eritrea,Big4Agenda,Kenya,Jordan,,,,,,Burundi,,Covid_19_RDC,NouvelAn,CORONAVIRUS,11decembre2019,,VoeuxàlaNationCIV,Jimara,SONA2019,,bissau,IBK,,Nigeria,Nigeria,ConseildesMinistresSn,,
127,COVID19,COVID19,BurnsIndongo,,COVID19,HealthForAll,,CoronavirusPandemic,Eritrean,AmChamBizSummit,Rwanda,Partnership,,,,,,ThankYouNkurunziza,,RDC,DirectABO,CORONAVIRUS,11decembre,,VoeuxàlaNationCIV,Gambiasara,SONA2019,,ilovemycountry,IBK,,EidMubarak,OECDIntegrity,COVID19sn,,
128,COVID19,COVID19,BurnsIndongo,,StaySafe,FBOs,,RTD,Eritrea,Big4Agenda,IWD,Jordan,,,,,,Burundi,,CiteUA,Gabon,Covid19,11decembre,,VoeuxàlaNationCIV,BarrowMeetsPeople2019,SONA2019,,elections,karaté,,EidAlAdha,OECDIntegrity,Kebetu,,
