,@Trevornoah,@GarethCliff,@SAPresident,@News24,@Julius_S_Malema,@helenzille,@mailandguardian,@5FM,@loyisogola,@Computicket,@MTVbaseAfrica,@OfficialCSA,@UlrichJvV,@euphonik,@BBCAndrewH,@Camfed,@BobSkinstad,@SamsungSA,@liveamp,@hartleyr,@SmithInAfrica,@gertjohan,@_AfricanUnion,@SandtonCity,@ParliamentofRSA,@Mo_IbrahimFdn,@NDOCKenya,@PeterGreste,@JendayiFrazer,@art2gee,@IECSouthAfrica,@forbesafrica,@Entrepreneur_SA,@geoffreyyork,@HenleyAfrica,@IFCAfrica,@africaprogress,@MbuyiseniNdlozi,@FoodBlogCT,@AfricaResearch,@MadeItInAfrica,@cnbcafrica,@willintune,@AfricaGoodNews,@ThinkAfricaFeed,@CityofJoburgZA,@theafricareport,@schneiderhome,@TheStar_news,@rangerdiaries,@daniel_howden,@Aynte,@GautengProvince,@TechCentral,@africamedia_CPJ,@savetherhino,@mary_harper,@okayafrica,@africagathering,@MercedesBenz_SA,@ayittey,@cx73,@africatechie,@Hamza_Africa,@ONEinAfrica,@audisouthafrica,@thisisafrica,@jaxpanik,@forbeesta,@t_mcconnell,@equal_education,@mikestopforth,@iamsuede,@JamalMOsman,@KahnMorbee,@artsouthafrica,@malonebarry,@InvestInAfrica,@TheEIU_Africa,@sarzss,@VISI_Mag,@BrendanSAfrica
1629,,,,,,,,RugbyThatRocks,,,GRAMMYs,SAu19s,,,,CAMFED,,,liveamp,,,love,Rwanda,SandtonCity,,IIAG,,AJRetrial,Ethiopia,Icasa,,robotics,,,HenleyAfrica,Africa,Africa,,,Africa,African,Ogun,,ECAfrica,NorthAmerica,,COVID19,,,Africa,,,Ramaphosa,,,,Angola,,OpenData,,,TrailRun,,Bamako,MakeNaijaStronger,,,,JapaneseHostages,,,,LosAngeles,SierraLeone,,,,,doingbusiness,DRC,,
1630,,,,,,,,KickItWith5,,,GRAMMYs,SAu19s,,,,CAMASister,,,liveamp,,,GJC,Kigali,SandtonCity,,MIFScholar,,AJretrial,PRRR,Icasa,,Ghana,,,Education,entrepreneurs,cobalt,,,Burkina,Zimbabwe,COVID19,,ecafrica,India,,Ogoniland,,,blackandwhite,,,Ramaphosa,,,,Africa2016,,data2015,,,LeopardsLeap,,Mali,MakeNaijaStronger,,,,Russia,,,,Mexican,Somalia,,,,,Nigeria,USelection,,
1631,,,,,,,,5Squad,,,Grammys,U19CWC,,,,education,,,gugulethu,,,spreeshoptheramp,AfricaMedia,SandtonCity,,education,,AJtrial,TonyElumelu,NightTalk,,ICYMI,,,Quote,FTAfricaPayments,Africa,,,ZIMBABWE,Startup,Nigeria,,ECafrica,Argentina,,oil,,,wanderlust,,,Ramaphosa,,,,Somalia,,dataviz,,,Franschoek,,Malian,MakeNaijaStronger,,,,Ukraine,,,,diaspora,Gabar,,,,,Malawi,Nkandla,,
1632,,,,,,,,RugbyThatRocks,,,Grammys,U19CWC,,,,GirlsEdu4,,,liveamp,,,love,Africa,SandtonCity,,MIFBoard,,AJRetrial,TEF,NightTalk,,Africa,,,Africa,FTAfricaPayments,techtuesday,,,Mugabe,Beneficiation,Abuja,,SABC,Tunisia,,African,,,Africa,,,Ramaphosa,,,,Somalia,,citizens,,,AlphaZeroTunnelRun,,Bamako,MakeNaijaStronger,,,,Mariupol,,,,africa,Miisas,,,,,Burundi,Zuma,,
1633,,,,,,,,GoodeMorning,,,Grammys,SAvSL,,,,ClimateAction,,,liveamp,,,matricdance2015,Ethiopian,SandtonCity,,governance,,AJretrial,Leadership,MTNthanksyou,,African,,,Mpumalanga,Woman,technology,,,Mnangagwa,Nigerian,Lagos,,ENtrepreneurs,Africa,,oil,,,Wild,,,Ramaphosa,,,,AlShabaab,,accountability,,,AlphaZeroTunnelRun,,Mali,TheVoiceNigeria,,,,,,,,africaamerican,Kuraas,,,,,BurkinaFaso,Nkandla,,
1634,,,,,,,,GoodeMorning,,,Humble,FutureStars,,,,Education,,,LiveAmp,,,GreenBlood,AbiyAhmed,SandtonCity,,SouthAfrica,,AJretrial,Business,Fall,,Africa,,,Veganuary,IFCmarkets,electricity,,,Fonio,entrepreneur,Ogun,,ECafrica,maps,,gas,,,blackandwhite,,,Ramaphosa,,,,Somalia,,Data2015,,,Paarl,,Uganda,TheVoiceNigeria,,,,,,,,blackexcellence,Kenya,,,,,AfricaCitiesRising,Zuma,,
1635,,,,,,,,GoodeMorning,,,grammys,SAvSL,,,,NYC,,,Popular,,,shoponline,francophonie,SandtonCity,,Poll,,,Africa,SageAdvice,,infrastructure,,,Mpumalanga,IWD2018,SolarPV,,,acha,Africa,Nigeria,,LocalContent,corruption,,Africa,,,adventure,,,Ramaphosa,,,,bbcafoty,,Afrique,,,LittleMsMila,,Museveni,GirlsEverywhere,,,,,,,,natturner,Nageeye,,,,,Africa,AlfKhumalo,,
1636,,,,,,,,GoodeMorning,,,MTVBaseBirthday,U19CWC,,,,Education,,,SAHipHopLive,,,safashion,Mushifromtheblock,SandtonCity,,corruption,,,TEF,SageAdvice,,WestAfrica,,,TuesdayMotivation,FTAfricaPayments,fossilfuels,,,Senegal,Startup,COVID19,,ecafrica,AfricanPeerReviewMechanism,,oil,,,okavango15,,,Ramaphosa,,,,Eritrea,,accountability,,,Swellendam,,Somalia,MakeNaijaStronger,,,,,,,,FoxLifeAfrica,Bulshadda,,,,,GuineaBissau,flymango,,
1637,,,,,,,,GoodeMorning,,,Grammys,U19CWC,,,,opportunity,,,Popular,,,tees,Francophonie,NakedCoffee,,accountability,,,Ethiopia,SageAdvice,,JimOvia,,,leadership,FTAfricaPayments,biomass,,,Sahel,Kenyan,DoingBusinessInRwanda,,Entrepreneurs,BokoHaram,,African,,,Okavango15,,,Ramaphosa,,,,Asmara,,citizen,,,Heidelberg,,Syria,MakeNaijaStronger,,,,,,,,morningglory,ONLF,,,,,Mauritania,Marikana,,
1638,,,,,,,,5FMTOP40,,,Grammys,FutureStars,,,,girlseducation,,,LiveAmp,,,fashion,AUReforms,SandtonCity,,governance,,,Africa,SageAdvice,,AABLA2018,,,developmemt,FTAfricaPayments,DYK,,,DRC,entrepreneurs,CNBCAfrica,,localcontent,Chibok,,Covid19,,,okavango15,,,Ramaphosa,,,,Eritrea,,Data2015,,,Teddy,,SouthAfrica,MakeNaijaStronger,,,,,,,,la,QalbiDhagax,,,,,Ghana,Marikana,,
1639,,,,,,,,5FMTop40,,,BaseGqomNation,SAu19s,,,,education,,,liveamp,,,love,education,InternationalCoffeeDay,,Live,,,Ethiopia,SageAdvice,,AABLA2018,,,Nelspruit,YouthThinkTank,energy,,,Zimbabwe,Technological,CNBCAfrica,,ECafrica,independence,,Turkey,,,rhino,,,Ramaphosa,,,,Asmara,,infographie,,,LittleMsMila,,Congo,MakeNaijaStronger,,,,,,,,cuppa,Ethiopia,,,,,Burundi,snow,,
1640,,,,,,,,5FMTop40,,,BaseGqomNation,SAu19s,,,,ClimateChange,,,POPULAR,,,spreeshoptheramp,science,SandtonCity,,SouthAfrica,,,Meles,SageAdvice,,AABLA2018,,,Mpumalanga,tech,SDGs,,,Somalia,entrepreneurs,COVID19,,ecafrica,Somaliland,,Africa,,,safari,,,Ramaphosa,,,,Eritrea,,data2015,,,Teddy,,,MakeNaijaStronger,,,,,,,,LA,Hargeysa,,,,,Nigeria,Mandela,,
1641,,,,,,,,5FMTop40,,,ICYMI,U19CWC,,,,GirlsEducation,,,LIVEAMP,,,VDJ2015,technology,SandtonCity,,IIAG,,,South,SageAdvice,,African,,,Innovation,IFC,Africa,,,SierraLeone,Africa,Nigeria,,ECAfrica,TAPreview,,Africa,,,conservation,,,Ramaphosa,,,,TheGambia,,Ghana,,,AlphaZeroTunnelRun,,,MakeNaijaStronger,,,,,,,,BlackThoughtMixTape,Qalbi_Dhagax,,,,,Burkina,Sing4Madiba,,
1642,,,,,,,,5FMTop40,,,naaameaan,SAu19s,,,,GirlsInICTDay,,,Amacamera,,,GJC,AfricaYouthDay,SandtonCity,,IIAG,,,SUMMER,SageAdvice,,AABLA2018,,,Creativity,Banque,mondaymotivation,,,Africa,Africa,COVID19,,ecafrica,G8NewAlliance,,Mbembe,,,poaching,,,Ramaphosa,,,,SA,,data2015,,,Brenton,,,MakeNaijaStronger,,,,,,,,RootsPicnic,Hargeysa,,,,,Niger,ProudtobeCanadian,,
1643,,,,,,,,WouldYouRather,,,NowYaKnow,U19CWC,,,,MondayMotivation,,,LiveAmp,,,DurbanJuly,education,SandtonCity,,economicopportunity,,,MUSIC,SageAdvice,,AABLA2018,,,Leadership,IFC,solar,,,Freetown,Tech,Lockdown,,africa,African,,Israel,,,playtime,,,Ramaphosa,,,,Eritrea,,africadata,,,Brenton,,,MakeNaijaStronger,,,,,,,,BlackThoughtMixtape,dilaa,,,,,Mali,SaudiArabia,,
1644,,,,,,,,Ultimix,,,MTVBaseBirthday,SAu19s,,,,MothersDay,,,RoseNkau,,,fashion,science,BONAbabymamas,,live,,,African,SageAdvice,,AABLA2018,,,Leadership,world,electricity,,,Somaliland,entrepreneur,covid,,ECafrica,policies,,SouthAfrica,,,wild,,,Ramaphosa,,,,Eritrea,,DataViz,,,Movember,,,MakeNaijaStronger,,,,,,,,SuedeDiary,dhacaa,,,,,Kenya,UBCJournalism,,
1645,,,,,,,,ForbesAndFix,,,MTVNews,U19CWC,,,,rights,,,LiveAmp,,,love,technology,Weylandts,,youth,,,NYC,SageAdvice,,AABLA2018,,,Wisdom,IFC,Africa,,,Tshisekedi,African,COVID19,,stem,aid,,Ogoniland,,,nature,,,Ramaphosa,,,,EritreaMigration,,Data2015,,,Knysna,,,MakeNaijaStronger,,,,,,,,RootsPicnic,kufsanaa,,,,,South,pointsmen,,
1646,,,,,,,,ForbesAndFix,,,MTVNews,Watch,,,,RHSChelsea,,,LiveAMP,,,GJC,Allemagne,SandtonCity,,leadership,,,Ghana,SageAdvice,,BRICS,,,Innovation,mobilemoney,endenergypoverty,,,Zimbabwe,entrepreneurs,TitoMboweni,,economicdevelopment,Ogiek,,COVID19,,,adventure,,,COVID19,,,,Eritrea,,datainnovation,,,Knysna,,,MakeNaijaStronger,,,,,,,,NYC,Jareer,,,,,Malawi,Dadaab,,
1647,,,,,,,,ForbesAndFix,,,Oyoko,U19QuadSeries,,,,SeeGrowth,,,NgiyazfelaBreaksLiveAMP,,,DurbanJuly,AfricaYouthDay2018,SandtonCity,,gender,,,AIDS2012,SageAdvice,,BetterFutures,,,Disruption,data,Africa,,,longread,Startup,COVID19,,FollowFriday,Kenya,,Cameroonian,,,Giraffe,,,GPSOPA2020,,,,EritreaMigration,,data2015,,,Knysna,,,MakeNaijaStronger,,,,,,,,ASeatAtTheTable,BBCAfricaEye,,,,,Mauritius,cnn,,
1648,,,,,,,,NewMusicFriday,,,MTVNews,SAu19s,,,,ChelseaFlowerShow,,,LiveAMP,,,fashion,AfricaYouthDay,SandtonCity,,leadership,,,HIV,SageAdvice,,AABLA2018,,,ChangeMaker,financialinclusion,electricity,,,StateCapture,architecture,COVID19,,FollowFriday,MauForest,,SouthAfrican,,,Conservation,,,TshwaneDissolution,,,,CAR,,dataviz,,,Knysna,,,MakeNaijaStronger,,,,,,,,VeryBlack,Somalia,,,,,Kenya,doomed,,
1649,,,,,,,,TheBikeSong,,,AyindeWasiu,CSAnews,,,,garden,,,LiveAMP,,,love,Germany,SandtonCity,,IIAG,,,AIDS,SageAdvice,,AABLA2018,,,BeingBoss,financialinclusion,offgrid,,,NewPost,Ghana,FoodSecurity,,AfricaDay,Libya,,COVIDー19,,,WanderlustWednesday,,,COVID19,,,,BREAKING,,BigData,,,LittleMsMila,,,MakeNaijaStronger,,,,,,,,BlackLivesMatter,Mogadishu,,,,,Uganda,Uganda,,
1650,,,,,,,,UltraSA,,,MTVNews,4DaySeries,,,,RHSChelsea,,,POPULAR,,,DurbanJuly,Nigeria,SandtonCity,,Youth,,,Tanzania,SageAdvice,,ICYMI,,,sidehustling,IFC,Africa,,,Sankara,Egypt,Cryptocurrency,,Tunisia,GeneralNationalCongress,,africa,,,Okavango15,,,GPPOSTSOPA,,,,AlShabaab,,GlobalDev,,,Teddy,,,MakeNaijaStronger,,,,,,,,RootsPicnicNYC,Somali,,,,,Nigerian,internetfreedom,,
1651,,,,,,,,LiveUltraLoud,,,TheComeUp,TTNvWAR,,,,SeeGrowth,,,LiveAMP,,,VDJ2015,Nigeria,HeritageDay,,Uganda,,,HIV,SageAdvice,,MultiChoice,,,Management,IFC,fisheries,,,China,African,COVID19,,African,elections,,tonyallen,,,elephant,,,TshwaneDissolution,,,,Somalia,,data2015,,,LittleKaroo,,,MakeNaijaStronger,,,,,,,,GeneBrown,Somali,,,,,Eskom,Kivu,,
1652,,,,,,,,ThabootyDrive,,,BaseGqomNation,COBvDOL,,,,RHSchelsea,,,POPULAR,,,SlayingIt,AfricaYouthDay2018,SandtonCity,,IIAG,,,Romney,SageAdvice,,Naspers,,,Development,IFC,FITI2017,,,Liberia,Malian,COVID19,,Proverb,BokoHaram,,African,,,conservation,,,TshwaneDissolution,,,,Somalia,,opendata,,,DeRust,,,MakeNaijaStronger,,,,,,,,SuedeDiary,Somali,,,,,Ghana,VAW,,
1653,,,,,,,,ThabootyDrive,,,MTVNews,CSAnews,,,,TeamQCT,,,POPULAR,,,DurbanJuly,AfricaYouthDay,SandtonCity,,IIAG,,,Obama,SageAdvice,,Zimbabwe,,,Skills,financialinclusion,Africa,,,Zimbabwe,entrepreneur,COVID19,,motivationmonday,PDP,,France,,,poaching,,,TshwaneDissolution,,,,Asmara,,data2015,,,DeRust,,,MakeNaijaStronger,,,,,,,,LukeCage,Aaskii,,,,,Nigeria,EarlyShow,,
1654,,,,,,,,ForbesAndFix,,,TheComeUp,SAvIND,,,,Ghana,,,liveamp,,,redcarpet,BeTheFutureToday,ComeToTheCity,,Live,,,AfricanAmericans,SageAdvice,,ForbesAfrica,,,FailForward,DYK,fisheries,,,Tax,Africa,kwibuka26,,TheAfricaTheMediaNeverShowsYou,APC,,Afrobeat,,,okavango15,,,TshwaneDissolution,,,,Somalia,,data2015,,,Stompdriftdam,,,MakeNaijaStronger,,,,,,,,newyork,Ciidanka,,,,,Senegal,Zim45,,
1655,,,,,,,,ForbesAndFix,,,BaseGqomNation,U19QuadSeries,,,,GirlsEducation,,,LiveAMP,,,fashion,AfCFTA,SandtonCity,,Africa,,,BBC,SageAdvice,,Africa,,,Leadership,Africa,transparency,,,BurkinaFaso,Startup,Rwandan,,renewable,Mozambique,,CoronavirusPandemic,,,Okavango15,,,TshwaneDissolution,,,,TheGambia,,data2015,,,Stompdriftdam,,,MakeNaijaStronger,,,,,,,,InternationalPodcastDay,toogteen,,,,,Zambia,DRC,,
1656,,,,,,,,Hammantime,,,RIPHughMasekela,SAu19s,,,,ClimateAction,,,LiveAMP,,,love,AfricaForum,Lovisa,,IIAG,,,ICC,SageAdvice,,business,,,Success,DidYouKnow,sustainablefisheries,,,CDDWAfrica,Africa,COVID19,,Lesotho,MDM,,Africa,,,Okavango15,,,TshwaneDissolution,,,,SouthAfrica,,Data2015,,,Stompdriftdam,,,MakeNaijaStronger,,,,,,,,Rogueone,Zimbabwean,,,,,Spain,LaraLogan,,
1657,,,,,,,,Eskom,,,Murdah,SAU19s,,,,leadership,,,POPULAR,,,GJC,G20InvestmentSummit,SandtonCity,,IIAG,,,hunger,SageAdvice,,Robots,,,Creativity,Senegal,Africa,,,Africa,Somalia,G20,,LBSABS,BokoHaram,,tonyallen,,,africa,,,TshwaneDissolution,,,,Burundi,,dataviz,,,DeRust,,,AIDS2016,,,,,,,,ASeatAtTheTable,British,,,,,Kenya,Egypt,,
1658,,,,,,,,Hammantime,,,TheComeUp,SAu19s,,,,Malaria,,,POPULAR,,,bestgift,AfricaYouthDay,TheDiamondWalk,,youth,,,Africa,SageAdvice,,drones,,,SideHustle,2018MiningIndaba,FITI2017,,,Africa,Tanzanian,COVID19,,TheAfricaTheMediaNeverShowsYou,Nigeria,,Afrobeat,,,safari,,,TshwaneDissolution,,,,Somali,,data2015,,,DeRust,,,AIDS2016,,,,,,,,CuffingSeason,UK,,,,,Kenya,AFRICA,,
1659,,,,,,,,Hammantime,,,TheComeUp,SAu19s,,,,RHSChelsea,,,POPULAR,,,love,BeTheFutureToday,SandtonCity,,IIAG,,,SCSL,SageAdvice,,AfricaInvestmentForum,,,Business,Women,Africa,,,Sahel,entrepreneur,AWEP,,Proverb,elections,,SouthAfrica,,,wanderlust,,,TshwaneDissolution,,,,Somalia,,data2015,,,Meiringspoort,,,AIDS2016,,,,,,,,psa,Labour,,,,,Julius,AFRICOM,,
1660,,,,,,,,GoodeMorning,,,MTVBaseCh322,SAvIND,,,,education,,,POPULAR,,,betawards,YouthAgainstCorruption,Kriss,,IISG,,,ICC,SmallBizSat,,investors,,,Leadership,supplychains,fisheries,,,African,sub,CNBCAfrica,,Ghana,hospital,,Africa,,,africa,,,TshwaneDissolution,,,,Ethiopia,,Afrique,,,LittleKaroo,,,AIDS2016,,,,,,,,POPQUIZ,Black,,,,,Air,Maropeng,,
1661,,,,,,,,GoodeMorning,,,RIPBraHugh,U19QuadSeries,,,,RHSChelsea,,,POPULAR,,,GJC,Nollywood,mcCullaghandBothwell,,ASKMIF,,,Africa,SageAdvice,,ForbesAfrica,,,Strategy,Senegal,Seychelles,,,urbanisation,Africa,COVID19,,banking,Tanzania,,aviation,,,cheetah,,,TshwaneDissolution,,,,Somalia,,DataScientist,,,LittleKaroo,,,AIDS2016,,,,,,,,SuedeDiary,Arab,,,,,Malawi,journalism,,
1662,,,,,,,,CassimsKitchen,,,BaseLines,FutureStars,,,,Quiz,,,POPULAR,,,BET,Buhari,Lumina,,IIAG,,,SCSL,SageAdvice,,death,,,Goals,Senegal,Mauritania,,,Kenya,Startup,level4lockdown,,Africa,obstetric,,COVID19,,,endangered,,,TshwaneDissolution,,,,Ethiopian,,data2015,,,LittleKaroo,,,AIDS2016,,,,,,,,SuedeDiary,Identity,,,,,Angola,lgbt,,
1663,,,,,,,,CassimsKitchen,,,BaseLines,SAu19s,,,,EmpowerWomen,,,POPULAR,,,fashion,Guinée,SandtonCity,,IIAG,,,SierraLeonians,SageAdvice,,AfricaInvestmentForum,,,Success,Senegal,Didyouknow,,,jobs,Nigerian,day30oflockdown,,FollowFriday,fistula,,africa,,,protect,,,TshwaneDissolution,,,,Somalia,,Data2015,,,Knysna,,,AIDS2016,,,,,,,,RootsPicnic,Rwanda,,,,,Piracy,,,
1664,,,,,,,,CassimsKitchen,,,BaseLines,SAvIND,,,,GirlsEducation,,,POPULAR,,,love,Abuja,readtorise,,SouthAfrica,,,Liberians,SageAdvice,,investment,,,QOTD,IFCmarkets,Africa,,,Ghana,AI,Covid19SA,,Energy,TAPreview,,COVID19,,,Okavango15,,,TshwaneDissolution,,,,Somalia2016Elections,,DataScience,,,Knysna,,,AIDS2016,,,,,,,,WutangWednesday,AlShabaab,,,,,HornofAfrica,,,
1665,,,,,,,,CassimsKitchen,,,BaseLines,FutureStars,,,,EarthDay,,,POPULAR,,,TerryInLA,Conakry,SandtonCity,,MoIbrahim,,,Sudan,SageAdvice,,Africa,,,HenleyAfrica,Dakar,Africa,,,fakenews,insurance,COVID19,,Africa,Sudan,,COVID19,,,africa,,,TshwaneDissolution,,,,somaliweekfestival2016,,Data2015,,,Teddy,,,AIDS2016,,,,,,,,Hlaudi,London,,,,,Burundi,,,
1666,,,,,,,,CassimsKitchen,,,BaseLines,WATCH,,,,GirlsEducation,,,POPULAR,,,LoveWins,Bénin,brillianceforall,,IIAG,,,Kony,SageAdvice,,AABLA2018,,,CorporateActivism,Dakar,DidYouKnow,,,participatorybudgeting,millennials,Kenya,,SouthAfrican,SouthSudan,,MichelleObama,,,safari,,,TshwaneDissolution,,,,BREAKING,,Data2015,,,OldSchool,,,AIDS2016,,,,,,,,ThusiTuesday,Somali,,,,,Togo,,,
1667,,,,,,,,ThabootyDrive,,,MLKDay,U19QuadSeries,,,,EarthDay,,,Popular,,,LoveWins,Benin,SandtonCity,,KenaKo,,,Liberia,FordMustangLaunch,,AABLA2018,,,Management,IFCmarkets,Africa,,,Senegal,JourneySoFar,COVIDー19,,SolarRomance,NIGERIA,,Beyonce,,,elephant,,,TshwaneDissolution,,,,Somalia,,dataviz,,,PortAlfred,,,AIDS2016,,,,,,,,debate,Kenyan,,,,,Ghana,,,
1668,,,,,,,,WCW,,,MTVNews,SAvIND,,,,GirlsEducation,,,LiveAMP,,,Hush,Cotonou,Legendary,,ItisHere,,,SierraLeone,FordMustangLaunch,,MTN,,,Leadership,WUF9,Africa,,,Tanzania,SouthAfrica,Nigeria,,cornersofmycountry,BokoHaram,,Rihanna,,,conservation,,,TshwaneDissolution,,,,Somalia,,DataRevolution,,,KowieGold,,,AIDS2016,,,,,,,,Hillary2016,Sakow,,,,,Cameroon,,,
1669,,,,,,,,ThabootyDrive,,,MTVNews,FutureStars,,,,SeeGrowth,,,LiveAMP,,,Hush,Rwanda,SanAntonioSpurSteakRanch,,governance,,,Africa,FordMustangLaunch,,Nigeria,,,Effectiveness,IamACF,Africa,,,NewPost,PPPs,COVID19,,sunset,elections,,ChimamandaNgoziAdichie,,,okavango15,,,TshwaneDissolution,,,,FVNaham3,,data2015,,,CraftBeer,,,AIDS2016,,,,,,,,debate,Somalia,,,,,Mozambique,,,
1670,,,,,,,,Ultimix,,,MTVNews,U19QuadSeries,,,,RHSChelsea,,,LiveAMP,,,Hush,Rwanda,SandtonCity,,africa,,,China,SageAdvice,,AABLA2018,,,Innovation,FTIFCAwards,electricity,,,KE,Africa,COVID19,,awesome,GoodluckJonathan,,SouthAfrica,,,Okavango15,,,TshwaneDissolution,,,,Somalia,,data2015,,,PortAlfred,,,AIDS2016,,,,,,,,Hillary2016,Belgium,,,,,Meles,,,
1671,,,,,,,,ForbesAndFix,,,AfricanInAmerica,SAvIND,,,,GirlsEducation,,,LiveAMP,,,Hush,Ethiopia,REALGOODCHOCOLATE,,SouthAfrica,,,IFC,SageAdvice,,Kenya,,,Creativity,COP23,offgrid,,,Mugabe,Kenya,CyrilRamaphosa,,freestate,alQaeda,,Ogoniland,,,Okavango15,,,TshwaneDissolution,,,,FVNaham3,,Data2015,,,PortAlfred,,,AIDS2016,,,,,,,,Hangry,Africa,,,,,Ethiopia,,,
1672,,,,,,,,ForbesAndFix,,,AfricanInAmerica,U19QuadSeries,,,,GirlsEducation,,,Popular,,,Hush,AfCFTA,HappyBirthdaySandtonCity,,youth,,,MasterCard,SmallbizSat,,EastAfrica,,,Leadership,SDGs,fish,,,Museveni,Businessman,COVID19,,southafrica,Nigeria,,ECOWAS,,,Africa,,,TshwaneDissolution,,,,Somalia,,GenderEconImpact,,,AlphZeroTunnelRun,,,AIDS2016,,,,,,,,feedme,Ethiopians,,,,,Comoros,,,
1673,,,,,,,,HTHT19,,,SirShawnFacts,FutureStars,,,,school,,,LiveAMP,,,Hush,AU,SandtonCity,,economicgrowth,,,Africa,CAFCC_Final,,BusinessFact,,,Leadership,MDBsToolbox,African,,,Mnangagwa,Africa,CNBCAfrica,,N3,BokoHaram,,globalceasefire,,,elephant,,,TshwaneDissolution,,,,FVNaham3,,data2015,,,George,,,AIDS2016,,,,,,,,SouthAfrica,Sudanese,,,,,HIPC,,,
1674,,,,,,,,JanuWorry,,,ICYMI,SAvIND,,,,Garden,,,LiveAMP,,,Hush,AU,ComeToTheCity,,education,,,Ghana,WeChatWallet,,Africa,,,Goals,investors,Africa,,,Zimbabwe,Startup,Covid_19,,nofilter,ExpertsWeekly,,SouthernCameroons,,,conservation,,,TshwaneDissolution,,,,Somalia,,data2015,,,SpeedDrink,,,AIDS2016,,,,,,,,MadibaHotline,British,,,,,Mozambique,,,
1675,,,,,,,,GoodeMorning,,,freshcut,U19QuadSeries,,,,RHSChelsea,,,THUTHA,,,Hush,Comoros,HeritageDay,,IIAG,,,Mali,BlackFriday,,ForbesWomanAfrica,,,Productivity,Africa,DidYouKnow,,,urbanisation,Egypt,COVID19,,Nigeria,Africa,,Spencon,,,Okavango15,,,TshwaneDissolution,,,,Asmara,,Data2015,,,CapeTown,,,AIDS2016,,,,,,,,Brooklyn,Somalis,,,,,Kenya,,,
1676,,,,,,,,ThabootyDrive,,,BaseGqomNation,FutureStars,,,,Africa,,,LiveAMP,,,Hush,Comores,SandtonCity,,democracy,,,Mauritius,SageAdvice,,Africa,,,Communication,MDBsToolbox,transparency,,,Zimbabwe,African,OMHereForYou,,FollowFriday,sanitation,,COVID19,,,Okavango15,,,TshwaneDissolution,,,,Eritrea,,Data,,,Brenton,,,AIDS2016,,,,,,,,SuedeDiary,Ethiopian,,,,,Tanzania,,,
1677,,,,,,,,UltraSA2020,,,Africa,4DaySeries,,,,education,,,LiveAMP,,,Hush,Libye,HeritageDay,,MIFScholar,,,Namibia,SmallbizSat,,tech,,,Workplace,MDBsToolbox,EquatorialGuinea,,,Mnangagwa,Africa,Nigeria,,FollowFriday,water,,Tanzania,,,Africa,,,TshwaneDissolution,,,,Somalia2016,,data2015,,,BuffaloBay,,,AIDS2016,,,,,,,,August28,Ogaden,,,,,Malawi,,,
1678,,,,,,,,ForbesAndFix,,,MTVNews,LIOvKNI,,,,CycloneIdai,,,KwazeKwaMnandi,,,Hush,TurkeyAfricaForum,BonangForDistraction,,AfricaYouthDay,,,Africa,MiSALaunch,,ForbesWomanAfrica,,,TopTips,investors,Africa,,,women,Rwandan,COVID19,,Malaria,Congolese,,Nigeria,,,safari,,,TshwaneDissolution,,,,BREAKING,,YouthVoices,,,RiverDeck,,,AIDS2016,,,,,,,,August28,Somalia,,,,,Angola,,,
1679,,,,,,,,HelloDoctor,,,Finesse,SAu19s,,,,GlobalSussexBabyShower,,,LiveAMP,,,Hush,Erevan,OceanBasket,,youth,,,Sudan,tech,,ForbesAfrica,,,creativity,MDBsToolbox,mondaymotivation,,,BokoHaram,industrialist,Lockdown,,Machar,artists,,CoronavirusPandemic,,,wanderlust,,,TshwaneDissolution,,,,Mogadishu,,youth,,,Oudtshoorn,,,AIDS2016,,,,,,,,APeoplesJourney,Somalia,,,,,oil,,,
1680,,,,,,,,GoodeMix,,,CosmoSexyMen2018,SAu19s,,,,GlobalSussexBabyShower,,,DontBreakMyHeart,,,Hush,Canada,SandtonCity,,Africa,,,SouthSudan,AfricaCom2015,,HelloSpring,,,Education,MDBs,maxmoments,,,TEDxEuston2017,Ethiopia,DStv410,,SouthSudan,TuneMeWhat,,Africa,,,Elephant,,,TshwaneDissolution,,,,Somalia,,CPD48,,,Oudtshoorn,,,AIDS2016,,,,,,,,SuedeDiary,BBCAfricaEye,,,,,Botswana,,,
1681,,,,,,,,GoodeMorning,,,MTVNews,SAvIND,,,,GlobalSussexBabyShower,,,LiveAMP,,,Hush,Ethiopia,SorbetCollection,,IIAG,,,Africa,AfricaCom,,ABN,,,Wisdom,Africa,2020DontBeLate,,,TEDxEuston2017,Startup,COVID19,,TheAfricaTheMediaNeverShowsYou,SouthAfrican,,COVID19,,,Africa,,,SONA,,,,Somalia,,YouthNow,,,Oudtshoorn,,,AIDS2016,,,,,,,,APeoplesJourney,Somalia,,,,,Kenya,,,
1682,,,,,,,,GoodeMorning,,,St,U19QuadSeries,,,,SDGs,,,LiveAMP,,,TerryInLA,Ethiopie,SandtonCity,,Africa,,,Sudan,AfricaCom,,Spring,,,QOTD,tech,mondaymotivation,,,Mozambique,Zimbabwean,level4lockdown,,ONEChampions,JenniferFerguson,,Kenya,,,Okavango15,,,GPL,,,,Afgoye,,SDGs,,,TottiesFarmKitchen,,,AIDS2016,,,,,,,,APeoplesJourney,zero,,,,,Togo,,,
